 Procedimentos hospitalares do SUS - por local de internação - Santa Catarina
Valor total por Município e Ano/mês processamento
Período:Jan/2008-Mar/2021
"Município";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"Total"
"420760 Ipira";12821,82;11770,76;12299,87;8290,41;12677,48;9633,22;9996,48;10072,97;14571,15;12668,55;11418,11;6995,54;7296,52;10806,36;13960,03;11563,74;13524,20;17067,78;15319,86;14745,37;12928,17;9819,78;9950,60;12459,98;11662,04;8418,83;12927,28;9428,70;11927,16;10600,20;11929,05;10913,67;9509,56;10533,00;10991,91;8276,01;10505,76;11776,26;9818,55;11117,52;9124,15;8422,78;6724,10;15437,28;9872,32;9329,22;9215,12;9751,61;7283,17;7362,77;8990,49;6900,02;4662,97;7566,47;6083,91;8709,45;3994,69;12507,09;4643,85;5728,75;3670,17;3373,88;5296,35;9387,81;8025,64;5495,98;5963,18;6142,65;8462,72;8152,23;27946,86;8090,04;10795,56;9626,92;7379,86;9925,24;4434,46;5798,89;5174,83;4807,65;5397,63;5535,30;1210,65;7834,57;6623,95;4672,49;4510,60;11055,95;4799,87;6622,56;6274,55;8214,47;4159,92;2312,42;5956,04;3739,99;4787,67;2388,58;4304,81;11106,85;3630,27;7518,05;9674,32;7476,15;5054,10;1212,84;6172,05;16243,21;8645,86;3841,15;5173,71;7652,34;7139,92;2770,55;2833,08;16499,05;2504,79;20496,49;11763,10;16429,75;3205,72;6804,16;5969,91;9049,65;6897,93;13062,37;13953,03;745,84;13317,77;5166,89;4421,74;7046,37;2413,23;5347,44;5353,40;8129,06;10734,87;26069,73;10092,24;17931,22;16723,01;10199,20;17460,87;1384,00;10850,00;3290,74;3894,73;4434,83;3547,62;3255,14;3391,38;5718,33;3389,03;2735,14;2230,31;3448,23;3442,65;2946,10;9480,49;1335029,40
"420765 Iporã do Oeste";-;22078,87;17873,37;19443,62;16478,54;20463,53;16853,70;16876,54;13392,32;15163,20;19626,03;23070,56;18740,63;14804,55;19079,15;18718,04;16811,38;17991,02;19511,31;21143,30;20373,49;42355,73;31185,42;31435,45;23216,36;19423,89;22903,87;24362,01;22383,69;32757,46;34270,18;27058,55;23219,14;21242,16;24249,89;31682,75;19229,64;19960,88;20271,02;24880,70;23638,08;25438,54;27907,80;25379,00;40854,41;20367,28;21133,65;32992,05;11367,78;16274,59;16682,73;20422,09;25786,89;23034,82;24267,11;28147,00;24250,90;22457,99;22105,05;24770,00;21458,16;17622,40;17547,28;17960,92;15042,73;11912,67;18189,82;25383,43;13958,66;15806,43;33548,85;25715,56;16642,15;26886,70;20432,14;25773,02;16922,58;28709,41;18595,52;18524,38;30825,06;14540,09;10926,32;12472,12;7747,55;15344,25;14750,61;20087,76;20169,98;25956,96;4548,27;35767,03;21820,44;22016,93;16274,24;18184,01;9725,78;17420,52;16922,48;18252,99;22286,55;20969,53;29542,36;26560,41;26816,23;27153,74;27785,18;17375,01;18750,12;20376,59;29459,79;19434,60;22829,74;25422,22;23000,59;23761,43;18970,09;16934,18;24234,31;25336,95;25498,50;42413,50;20671,42;26148,81;54873,57;45588,57;41022,03;43481,05;33569,67;47544,94;27592,43;21380,72;38677,94;24602,51;23041,71;81563,13;36889,62;42078,33;37886,31;37141,08;46995,83;35637,50;24592,47;37571,77;18985,39;24786,57;32089,53;25864,77;19035,99;19540,16;20023,59;45525,44;53633,62;45503,64;39751,60;70186,17;48954,54;68369,43;110681,61;4108640,98
"420770 Ipumirim";-;1101,54;669,11;1430,55;2470,25;-;1786,57;-;2649,93;2935,99;-;3077,46;2838,56;1708,58;3077,46;843,60;2039,88;7175,95;6993,78;6945,19;7373,32;8052,17;6125,95;3254,26;4576,48;3425,12;5704,53;4005,29;1743,50;7468,32;3060,06;5537,90;3945,69;5783,58;4365,85;2225,38;4606,40;6489,01;6121,29;9744,08;-;11517,23;7073,58;3905,20;3618,13;3189,40;3860,44;3278,72;3904,79;4109,10;4930,79;2999,13;2312,84;2620,90;3540,57;3730,22;1982,19;823,61;3845,52;2280,55;3935,41;2474,24;-;-;5525,27;4182,57;4790,08;3481,91;5934,89;392,99;804,10;1971,32;2541,97;2546,31;2137,66;3395,92;5876,13;3799,74;9073,61;6251,65;4261,14;2621,98;6708,22;3370,72;6437,93;3322,89;8690,17;6010,37;7108,72;6806,69;10338,22;10132,92;6327,32;5980,01;7239,21;7796,96;4773,11;4863,05;5996,26;5904,41;9212,18;6033,08;6083,40;7491,62;5684,46;7933,57;3638,96;6448,01;5098,83;7580,21;5263,72;6323,37;8188,98;8845,21;6169,11;14243,08;8212,38;13473,79;9836,67;6505,96;5617,56;11642,75;7936,63;9624,83;12090,96;9354,59;8593,60;14826,72;13442,67;6034,75;11648,50;9162,09;9606,32;14650,74;10421,28;8112,48;15381,75;25711,09;15246,26;14744,65;14011,04;12851,03;10156,65;12430,74;8140,20;15324,57;14774,65;3754,09;-;1711,38;4207,98;2748,75;1771,72;6666,55;6438,69;7688,30;7133,03;5284,39;14816,57;954708,70
"420780 Irani";21797,37;23722,95;24115,82;20108,86;20285,77;27852,03;30704,13;26226,66;25209,21;28844,64;29237,76;21472,97;21701,79;17937,69;21293,06;21617,07;23876,71;20368,98;26883,93;27548,97;15359,63;25035,11;23987,00;24615,70;25852,30;23417,29;25682,58;19160,55;24404,47;24390,14;29047,41;28896,25;27560,46;29167,32;26058,27;36245,32;31501,97;28549,63;32199,47;25868,38;25659,47;23251,31;24618,13;25529,58;28718,21;33360,08;44525,73;39919,68;40158,15;41895,41;42414,56;42672,10;48094,04;44495,02;43262,37;46179,66;42661,07;49568,29;48174,65;24453,60;11589,74;36897,01;39578,25;42003,77;43379,56;42808,96;39011,29;55341,45;48597,73;46020,89;51569,46;43399,03;44755,14;43196,06;51415,97;54003,58;75840,44;74105,77;70572,85;76705,35;70829,93;85067,64;75156,42;70888,88;71970,32;68716,63;81015,72;88952,63;83446,60;75940,15;73307,05;82735,14;83389,80;78100,41;82826,65;85792,95;76638,31;76884,24;90028,89;69562,38;74708,90;69546,28;67989,50;69178,17;76308,07;71637,96;76613,48;73541,27;76197,96;71307,85;73889,76;76551,96;80828,11;77661,27;76056,05;78014,39;72780,50;72458,35;78959,20;75997,58;70536,51;70827,99;62776,93;67389,61;73833,12;67677,11;78894,71;73389,16;67671,09;66830,93;68786,50;71132,94;63788,00;68681,57;70984,42;60884,41;48592,49;40990,16;42918,07;49840,88;45517,11;43858,85;41711,89;30132,10;37706,18;41565,41;37641,96;38747,56;30010,37;14537,96;8550,00;1500,00;-;-;-;-;-;-;-;7477592,37
"420790 Irineópolis";-;31103,42;10857,82;17663,24;12141,56;16996,22;20520,08;15727,65;14933,61;17089,77;12879,92;17732,56;14148,36;12096,28;17680,01;11056,45;15002,72;16902,27;13001,48;28987,26;18644,38;18930,42;20002,23;16799,59;12490,11;15168,53;16362,13;18366,78;14659,34;13587,52;18072,64;13478,37;18608,32;17109,42;16117,37;14573,81;10792,41;20113,52;17248,41;19023,83;18174,87;19543,69;19143,36;13295,64;18758,04;17904,23;15029,35;18763,17;10433,76;12886,53;6555,44;17105,38;12189,02;18336,01;21553,13;14958,89;11708,37;4955,66;12125,43;16639,52;13331,37;12521,03;8276,02;10747,03;7774,83;10865,63;13779,62;12178,77;9354,38;8263,28;3592,96;4478,22;1902,57;9316,26;6116,76;8582,53;6254,78;11916,20;8533,59;6898,40;7686,90;8455,12;9094,51;-;4166,70;6933,78;16484,11;25994,14;19583,11;16617,31;22017,73;17954,75;15768,29;18307,03;22094,90;29759,59;26169,32;18745,57;23626,23;21165,93;23343,16;32046,08;21514,69;15321,23;17756,15;11183,42;14790,28;11563,37;13327,49;14297,51;17468,68;18519,81;21440,36;25979,88;18299,91;17633,01;22024,58;21218,11;17223,35;21052,40;13338,87;15871,97;21207,45;14236,35;26421,15;12028,05;13570,73;10915,79;13581,69;8610,98;11701,18;14396,11;16021,99;7957,16;15364,38;27828,59;19970,70;15789,81;18590,47;23135,65;24231,46;17379,88;17024,49;16470,32;9911,46;10001,66;7327,10;10960,95;12032,68;9855,11;7395,58;10479,30;12351,84;10995,90;7686,35;358,82;12615,33;9423,26;25595,73;2380678,31
"420800 Itá";3431,22;11910,79;8551,20;9846,14;11505,32;10363,19;10167,85;13064,01;12289,22;10867,57;12712,24;12393,20;9902,19;10529,04;9456,49;8152,18;13495,90;9088,27;12982,78;10419,50;27129,41;14851,44;14562,70;12542,44;8345,20;9161,18;8064,42;9475,93;9210,54;7715,83;13704,22;11163,60;10848,65;10190,31;9516,49;13452,80;8314,36;8700,99;10333,93;11532,82;14662,63;11275,99;9946,67;11537,61;6765,56;10036,81;9536,39;13117,10;10045,20;7364,90;10461,42;9807,05;10422,49;12100,24;13817,42;15976,87;12854,69;7979,66;8976,43;8239,14;13380,88;8604,50;18217,97;10780,08;10585,84;12263,40;14370,12;12165,84;11989,10;10592,33;10027,32;12459,19;12493,99;10365,23;10543,84;13130,48;16488,05;13579,50;17197,78;20318,84;13468,85;15764,79;17751,41;13105,03;16811,22;11313,77;21413,69;13464,54;21644,76;21673,91;15648,81;12735,31;19826,21;14936,84;22291,18;17811,54;19177,00;10112,97;11401,38;17214,07;23948,85;22650,33;17845,39;19501,75;14127,47;11234,64;16460,45;12459,82;9503,75;12308,30;20541,74;12916,28;13423,08;17043,35;17400,07;20835,73;18021,08;19125,92;11985,47;19959,14;16508,93;9326,58;17194,24;18672,51;16374,34;16192,86;27634,05;24351,36;19618,78;20839,01;18527,64;13918,61;10885,37;13450,42;17658,13;17654,79;27181,92;32295,38;28935,89;26619,24;28490,66;27753,77;26830,84;19610,22;16687,84;14199,86;14212,53;6883,45;7471,41;8408,41;11263,36;18251,02;21839,10;18830,93;17967,15;21103,94;5497,02;16530,82;35377,77;2304334,15
"420810 Itaiópolis";7695,17;14041,85;19747,56;21887,05;14657,11;10714,88;11586,64;16643,79;12288,03;12285,75;8515,40;23352,87;26541,99;23527,52;20224,54;15834,01;9969,51;16837,73;17158,34;17966,49;16890,76;20190,56;13172,72;13365,66;14635,63;11577,82;16967,18;13169,13;18950,15;18058,33;18124,03;17980,10;23484,76;22065,82;16283,32;18051,42;15388,16;16262,13;16035,32;13878,80;14630,31;13440,60;14097,14;19067,78;11143,88;15296,75;13502,98;11132,36;13656,08;8805,17;9440,86;16676,06;18131,52;26766,81;21741,76;20536,83;13583,75;17933,03;11693,72;10581,37;8668,76;12001,11;13050,37;18978,49;14127,99;16046,93;15045,94;10381,50;12422,39;11749,09;20236,33;4149,19;18184,82;15292,55;12012,61;12776,09;10666,41;16955,81;14586,99;19793,06;11764,02;15333,58;9719,76;11516,59;15508,45;9254,07;8586,00;10406,80;13162,18;15162,12;16551,11;13952,05;11977,10;6988,22;17368,85;14896,19;7913,69;10904,34;9827,57;7762,75;14838,00;14281,50;11804,63;14026,45;13905,42;12352,18;11360,80;6993,88;12611,07;10696,27;5863,79;8182,78;13125,03;14060,98;14878,51;12774,10;11330,04;11660,98;13934,17;5100,96;9215,71;10001,45;11015,38;11485,96;20795,46;16900,00;21709,58;16720,76;22464,63;25760,49;20269,69;21492,37;13726,55;18526,12;17403,26;17506,00;18895,51;25295,44;38655,09;36344,40;25741,90;15099,31;26163,30;13527,08;18237,14;17987,96;15716,48;25703,43;17637,16;5994,92;9874,41;19417,16;10640,49;18642,66;13947,79;17622,28;25796,12;25923,00;54342,92;2479529,56
"420820 Itajaí";1098737,41;1975024,01;2403684,32;1548710,75;1683933,10;1873645,75;1419243,98;2644673,83;725195,28;1613746,33;1523717,05;-;1554159,78;1944175,34;1938896,78;2196951,33;2296729,68;1534032,30;2487670,86;1995360,71;1796791,84;1935127,63;3860426,64;1723112,73;2446181,64;1607490,27;1935789,61;1505180,92;2185886,99;1677091,34;2305905,88;2533584,12;2576110,72;2086397,92;2295413,57;2333658,20;2059574,36;1965375,06;2086297,19;2097057,16;1982233,01;1942151,85;2404872,07;1931467,74;3592910,30;3763313,82;3029932,68;2616999,57;2185290,61;2442699,32;2170938,27;2448160,67;2750078,49;2549770,45;2425221,83;2476703,49;2736678,52;3229378,35;2468855,19;2220877,58;2018010,15;2766491,85;2652163,49;2858453,34;2990426,40;2810985,67;3108404,39;2489227,87;2885319,91;2941384,14;3266686,00;2772959,57;2273818,49;2676756,05;2814417,65;2696735,54;2990032,50;2502917,70;2773661,42;4285892,43;3490121,03;2008744,91;3124657,87;4206670,58;3284035,17;2961010,50;2875373,81;3376346,60;3122005,62;3352847,03;3195068,90;2396658,50;3417553,87;3135004,60;3461936,02;3021947,27;2791845,46;3123659,63;3556123,00;2964563,74;3083121,92;2025896,44;3210436,41;3418900,19;3328391,06;3082247,69;3397192,72;3035577,55;4415361,49;3180063,32;3807653,85;3528845,86;3614209,56;3563438,69;3977690,52;3627133,35;3920011,66;3688159,51;3533328,08;3736112,42;3262245,23;2971302,82;3838982,15;3551222,19;3791085,72;3685340,70;3328856,17;3679825,51;3833215,12;3461501,47;3290595,64;2922820,58;3340235,87;4008029,68;3844767,96;4683597,40;4267567,47;4026559,97;4001479,17;4201970,46;4194498,59;4410727,93;4459837,16;4349969,31;4593525,15;4277384,58;4014698,42;3079636,64;3412511,29;3473152,63;4369003,31;4677708,99;4260559,93;3555169,87;2630697,47;4866070,43;4545524,14;5097891,10;7436187,88;473149923,25
"420830 Itapema";20605,34;27076,26;28849,33;44803,43;38175,71;41876,82;31700,08;52847,56;46901,29;-;37161,92;34219,40;31381,87;34283,34;32885,72;45390,93;-;50016,05;50130,51;47827,68;52989,26;-;28692,60;7822,14;-;7546,62;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6478,53;11309,52;16243,80;19921,09;38075,29;56082,55;24274,38;23734,92;40325,38;23965,27;22325,55;15276,69;13181,99;18383,52;10939,06;16514,01;30200,09;38662,25;34649,82;21429,63;14633,70;27319,98;24619,67;25353,30;37030,36;21792,15;30919,27;22885,17;38346,87;11988,24;23488,09;26695,94;63106,51;65604,28;65880,50;30903,48;9538,06;68726,21;87914,51;94618,26;92286,80;78549,91;111356,93;89377,42;115303,55;107830,06;71746,51;47676,87;7760,41;6736,86;10066,95;8169,75;8931,58;10198,28;13504,49;9898,25;14377,72;4060,43;4836,17;7206,08;3754,81;786,92;3552,00;2029,94;5735,34;6636,23;8204,31;15099,03;7543,74;11200,20;15751,13;15721,57;6453,98;8441,72;24156,83;23292,27;37077,94;50948,47;29837,69;41926,63;25534,20;25231,06;32239,43;24370,44;50202,36;48389,51;38867,34;30532,40;33742,70;43638,74;55264,05;35324,42;44052,68;44635,12;40864,46;31713,25;35510,04;42969,30;30443,99;14411,15;10645,29;18307,50;111088,98;83531,93;10356,81;56509,31;107680,05;102815,82;56037,16;67192,78;155665,57;4712315,36
"420840 Itapiranga";20628,07;26550,92;27072,62;37280,96;27848,70;33983,07;33792,48;27616,07;33360,48;38869,02;31755,33;41559,96;25816,01;42626,49;35850,54;48235,15;37723,17;36564,32;42639,31;50282,06;41827,72;42395,91;38053,21;41971,79;32846,61;37478,63;35187,67;38141,62;44314,50;30641,05;39369,97;48925,68;43140,18;41463,04;36637,05;46729,46;39375,15;51401,43;33439,28;37858,65;37143,78;30690,75;34052,15;44515,13;41870,70;34868,16;29965,26;27370,32;42299,62;33678,25;33275,18;49084,90;28365,15;35216,77;38038,32;34077,88;37180,72;37082,77;39031,15;33181,86;34449,60;36381,96;34207,67;32145,30;35568,86;26780,58;39713,52;40867,53;39699,11;41986,44;40404,16;41850,22;50585,24;36685,70;38245,73;42228,36;43274,98;54372,35;59524,92;74482,41;59486,48;75541,04;55895,22;61329,39;73741,78;69656,24;74982,78;60357,40;79243,73;81236,69;79246,91;66829,90;56733,45;56024,72;78907,72;106323,72;58190,38;58695,17;50734,87;60928,93;75283,86;76749,07;48307,71;63244,52;54280,24;66196,11;69563,84;86433,30;49021,74;40249,71;55662,55;61129,82;55780,74;71733,04;72867,02;161427,44;74816,06;140803,88;77747,22;196091,82;49048,77;181483,82;62069,48;149646,20;121872,65;74731,49;228757,42;51700,49;306085,98;58815,97;211629,16;59151,35;37080,22;160729,79;128900,85;127970,69;119452,61;129783,62;134198,51;142413,82;115435,69;131937,51;110939,40;123316,19;79397,66;83644,07;137869,81;21730,62;26340,08;6488,50;-;-;10855,53;25127,23;23236,87;21662,11;10692,01;32424,62;60763,62;9584557,41
"420850 Ituporanga";66815,89;76992,39;72711,93;58432,55;63121,88;89050,21;74443,14;76354,13;73297,78;73407,97;80251,91;99268,63;74093,34;85482,20;71924,73;101111,89;84838,71;89264,49;104228,60;98882,06;90579,11;91935,04;94529,95;84783,36;77016,10;93094,36;93845,78;85224,47;95061,21;95175,79;97730,14;83723,18;89993,18;90106,50;81038,66;78369,42;104690,33;91904,36;92344,78;99089,70;115919,55;110375,27;135422,53;127616,31;154896,87;246781,07;95927,95;112638,58;106011,97;97043,75;119043,08;141393,26;112739,51;102506,18;124358,35;109559,80;116965,44;97776,78;84207,84;119935,13;104066,82;66951,87;88906,04;88734,69;95280,82;103137,59;114398,49;106650,63;117193,77;123264,08;56996,49;69071,26;80765,34;93201,81;85669,35;100420,76;125703,63;154299,16;183382,32;221886,24;298065,28;248517,69;240868,26;239752,86;276517,72;230754,47;236514,85;246948,48;183790,98;280677,72;227287,57;299353,01;298236,61;298757,72;301919,43;314512,14;300851,07;314900,98;242407,16;294954,01;276285,45;282880,45;291328,70;536113,05;281245,23;326395,88;315421,80;319036,41;272581,74;243438,67;308291,06;307721,00;365544,98;304567,22;329160,98;337162,99;307696,69;332400,75;339369,09;298042,10;156460,04;353613,97;355000,24;366674,41;319766,91;323889,25;323280,34;333255,44;224950,27;349231,45;248585,90;384145,83;364588,89;302783,73;232295,10;313378,06;259914,85;461916,37;278098,14;240088,72;419427,17;365086,21;309195,61;208658,24;271708,06;295479,93;215513,60;269712,04;228860,19;312488,06;186347,67;368380,86;286239,55;216641,87;357838,96;393919,15;149265,78;366999,14;349213,47;31548475,95
"420860 Jaborá";-;1756,17;2342,99;2399,70;2060,63;3478,03;2298,11;3989,89;1864,91;1109,38;883,59;2053,03;2152,18;1965,92;2099,91;1919,73;1805,61;884,11;1164,84;1063,32;606,42;1186,88;1565,06;462,78;2359,31;-;5197,40;1483,55;1225,73;1164,89;1502,41;2397,00;2627,50;4872,43;2211,68;5344,58;-;5963,45;3756,16;4255,02;3718,12;3432,12;3141,65;1842,77;1566,61;2316,51;2225,31;324,90;1233,47;708,75;970,35;-;1302,36;-;582,42;-;-;-;1128,99;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;109968,63
"420870 Jacinto Machado";-;35268,92;16363,45;17568,29;17430,95;16985,09;17973,11;19781,67;16287,40;19413,82;15230,64;23287,15;17089,89;16083,99;23803,39;16715,06;20195,92;23363,32;26964,10;22113,20;23425,32;24447,55;20546,76;19397,15;20432,59;19749,72;19697,91;21172,46;22120,83;23159,88;20222,83;21856,21;25948,66;21703,88;20835,17;20044,11;24599,14;20344,77;18921,68;22963,27;25516,85;22099,17;18489,27;21406,91;23681,56;21116,57;21424,69;15798,60;16094,38;17178,11;25768,44;17513,04;25676,01;21111,85;28182,86;30025,87;27491,95;24320,16;19108,32;20295,02;21914,93;19778,76;23559,48;19968,77;23365,74;18297,92;18922,85;15981,63;18592,65;20926,74;18568,16;17765,64;12961,31;13365,34;18352,40;15390,63;16210,72;11222,40;17394,90;22828,94;27290,18;15737,11;16176,91;11163,74;13158,18;12867,89;12838,73;16056,44;13041,41;23241,35;17398,37;19813,40;22290,96;16883,23;24708,82;18136,50;15646,09;16721,60;18677,70;29965,38;17722,06;26578,97;17798,96;19451,02;20382,17;38081,42;25534,71;15023,38;27851,38;16155,79;19305,67;16862,45;22968,15;27645,98;23664,87;20592,26;18241,67;19625,93;27100,61;19906,33;26325,61;18784,37;22120,28;21466,53;24991,58;20431,78;17200,95;14090,11;25001,54;29504,64;17280,92;13770,59;11190,12;16050,22;20239,85;9860,39;23381,84;20083,99;23355,89;28665,26;26587,57;21027,81;19923,14;16026,24;21403,83;22182,25;17741,82;17443,53;15405,29;14717,76;11053,71;21214,61;21036,25;12476,09;15632,80;17700,89;16043,86;15554,98;12495,85;3162951,30
"420880 Jaguaruna";20152,01;34388,52;28869,27;31380,70;36418,17;37177,52;32987,17;29694,75;18102,24;45099,80;43718,20;9694,99;28666,39;26348,54;25192,23;25943,93;23881,27;24567,73;29500,06;33554,31;54169,60;27943,14;33201,10;29026,24;23770,35;27977,76;25140,73;27053,70;29158,19;25026,69;27020,10;28304,91;22999,25;23884,72;19976,28;25415,51;24754,68;23672,27;23613,15;22560,90;21813,95;19962,65;21295,96;18889,23;19851,98;19753,28;21666,38;23141,35;21266,69;22929,22;21312,25;19082,80;21894,38;18481,09;30477,37;31951,67;18445,25;20475,07;22063,99;21635,92;24588,53;21625,92;20365,32;21120,52;19974,78;17808,65;23526,33;22623,73;21298,86;23507,39;22756,02;26609,75;18404,73;16824,78;24369,46;25488,68;32733,88;37595,47;37583,41;24609,75;39844,66;34636,72;28150,98;28120,63;17079,31;25053,83;34613,22;32647,76;45541,18;44088,86;47058,23;45514,49;45241,48;38681,51;40074,26;31893,50;29035,62;38312,30;40544,32;35718,37;41679,29;45267,06;48794,24;48229,69;37898,11;31759,02;32159,24;31096,18;41423,55;37055,38;40034,47;26205,68;39242,94;29709,05;46532,78;46925,37;41363,20;43094,60;32245,16;33142,34;14687,94;43430,88;35503,76;41282,73;36630,77;37366,15;33984,63;40281,89;43262,93;40462,20;29428,73;15289,20;38357,13;24156,09;25100,01;20986,17;24943,23;20701,87;54364,05;40198,77;44103,95;45404,49;42862,10;30829,56;19884,32;35152,81;31825,54;15650,00;13138,64;23123,81;21661,63;40358,81;25704,53;34862,35;20865,99;46608,66;24965,05;11829,12;43013,89;4777786,47
"420890 Jaraguá do Sul";605094,64;570815,94;571855,09;546578,32;593577,01;622908,70;586302,30;604077,62;664283,00;730547,67;743575,47;869268,03;799745,32;848055,57;898282,66;755231,80;944237,46;970059,65;1028997,18;1016145,11;973312,66;1014185,69;1213653,01;980074,60;820863,18;918158,50;1021408,14;915750,71;1083290,31;917591,34;966341,04;1061346,52;1131213,32;1116436,05;1001203,67;958892,92;783649,96;1056022,93;750497,32;1092692,97;982417,64;1171962,75;1092022,80;1005314,76;1229975,91;1286431,63;1068640,24;1196600,71;1137252,47;961766,21;1153757,14;992459,43;1500331,47;1206624,39;1241297,20;1151560,81;1240452,53;1102034,19;1009575,46;993206,24;867219,72;1229308,93;1086693,00;1385663,40;1304198,82;1507497,06;1440547,73;1092987,59;1524908,61;1296855,73;1673819,76;1421310,16;1487499,30;1482487,80;1307086,09;1285994,93;1437403,69;1281861,01;1696882,35;1499555,55;1522865,06;1420425,12;1917135,19;1667645,70;2266605,28;1708292,95;1564867,76;2088354,38;1642525,35;1865952,18;1611390,29;1484364,61;1524723,80;1678807,69;1514152,75;2041296,70;2102811,51;2159734,48;1953752,80;2006965,61;2052701,25;2186980,31;1972497,52;2051910,93;1970482,18;1915791,91;1983817,68;2100000,97;2400244,55;2302567,73;2177454,77;2155818,62;2268946,68;2319605,94;2262264,67;2106091,97;2034636,46;1943391,90;2200913,63;2216044,50;1940161,06;1789937,93;2064850,19;2097520,01;2138303,38;2081980,83;1991147,54;2061024,99;1477308,41;2068293,26;1701749,54;2449699,44;1782935,96;1786205,70;1868274,45;1867308,50;2390834,06;2281512,65;1998546,15;2034053,36;2375077,63;1937126,57;2061482,18;2328608,78;1826812,08;1798067,79;2281072,12;1821840,15;1966027,90;1963097,31;1982741,73;1944864,64;2003510,79;2030717,42;2122731,74;2190373,21;2650626,12;2153497,94;2408409,16;242862854,64
